"Numbers","Your.ID.Number","Institution.Investigator","Def.ID.number","Species","How.Determined","Day","Month","Year","State","site.code","County","date_id","Latitude","Longitude","wkt_lines","How.Located","Host.Env","Which.Host","host_life_stage","host_sex","Which.env","temp_start","humid_start","wind_start","light.start","temp_end","humid_end","wind_end","light_end","temp_avg","humid_avg","wind_avg","light_avg","Life.Stage","Number.of.ticks","Comments","tested","pathogen1_ricketsia","pathogen2_e_chaf","pathogen3_e_ewingii","pathogen4_borrelia","coinfection"
50,"MC31","KU","KS_WOP12AUG2021_Ny_T8_NT","Amblyomma americanum","Morphology",12,"August",2021,"KS","WOP","Miami","12-Aug-21",38.51,-94.68,NA,"Trap 8","env",NA,NA,NA,"wood",33.3,57.6,14,"1507",33.6,55.7,12,"1857",33.45,"56.65",13,"1682","Nymph","1","","no",NA,NA,NA,NA,NA
28,"AF94","KU","KS_WOP12AUG2021_Ny_T1_NT","Amblyomma americanum","Morphology",12,"August",2021,"KS","WOP","Miami","12-Aug-21",38.51,-94.68,NA,"Trap 1","env",NA,NA,NA,"wood",33.3,57.6,14,"1507",33.6,55.7,12,"1857",33.45,"56.65",13,"1682","Nymph","1","","no",NA,NA,NA,NA,NA
30,"MC29","KU","KS_WOP12AUG2021_Ny_T1_NT","Amblyomma americanum","Morphology",12,"August",2021,"KS","WOP","Miami","12-Aug-21",38.51,-94.68,NA,"Trap 1","env",NA,NA,NA,"wood",33.3,57.6,14,"1507",33.6,55.7,12,"1857",33.45,"56.65",13,"1682","Nymph","1","","no",NA,NA,NA,NA,NA
1253,"TS88","KU","","Dermacentor variabilis","Morphology",12,"August",2021,"KS","WOP","Miami","12-Aug-21",38.51,-94.68,NA,"Trap 1","env",NA,NA,NA,"wood",33.3,57.6,14,"1507",33.6,55.7,12,"1857",33.45,"56.65",13,"1682","Female","1","","","","","","",NA
1255,"AA81","KU","","Dermacentor variabilis","Morphology",12,"August",2021,"KS","WOP","Miami","12-Aug-21",38.51,-94.68,NA,"General tube","env",NA,NA,NA,"centroid",33.1,55.5,14,"76314.5",33.95,54.55,12,"86192",33.525,"55.025",13,"81253.25","Male","1","","","","","","",NA
55,"AA85","KU","KS_WOP12AUG2021_Ny_F5_NT","Amblyomma americanum","Morphology",12,"August",2021,"KS","WOP","Miami","12-Aug-21",38.51,-94.68,"LINESTRING (-94.6842854298998 38.5076209235102,-94.6847258770096 38.5073368255909)","Flag 5","env",NA,NA,NA,"wood",33.3,57.6,14,"1507",33.6,55.7,12,"1857",33.45,"56.65",13,"1682","Nymph","1","","no",NA,NA,NA,NA,NA
48,"TS93","KU","KS_WOP12AUG2021_Ny_F3_NT","Amblyomma americanum","Morphology",12,"August",2021,"KS","WOP","Miami","12-Aug-21",38.51,-94.68,"LINESTRING (-94.684271129669 38.5076056699307,-94.6847163435224 38.507326338755)","Flag 3","env",NA,NA,NA,"wood",33.3,57.6,14,"1507",33.6,55.7,12,"1857",33.45,"56.65",13,"1682","Nymph","1","","no",NA,NA,NA,NA,NA
1257,"AA83","KU","","Dermacentor variabilis","Morphology",12,"August",2021,"KS","WOP","Miami","12-Aug-21",38.51,-94.68,"LINESTRING (-94.684271129669 38.5076056699307,-94.6847163435224 38.507326338755)","Flag 3","env",NA,NA,NA,"wood",33.3,57.6,14,"1507",33.6,55.7,12,"1857",33.45,"56.65",13,"1682","Female","1","","","","","","",NA
29,"AA77","KU","KS_WOP12AUG2021_Ny_F2_NT","Amblyomma americanum","Morphology",12,"August",2021,"KS","WOP","Miami","12-Aug-21",38.51,-94.68,"LINESTRING (-94.6842625495305 38.5075961364435,-94.6847106234301 38.5073225253601)","Flag 2","env",NA,NA,NA,"wood",33.3,57.6,14,"1507",33.6,55.7,12,"1857",33.45,"56.65",13,"1682","Nymph","1","","no",NA,NA,NA,NA,NA
43,"TS90","KU","KS_WOP12AUG2021_Ny_F2_NT","Amblyomma americanum","Morphology",12,"August",2021,"KS","WOP","Miami","12-Aug-21",38.51,-94.68,"LINESTRING (-94.6842625495305 38.5075961364435,-94.6847106234301 38.5073225253601)","Flag 2","env",NA,NA,NA,"wood",33.3,57.6,14,"1507",33.6,55.7,12,"1857",33.45,"56.65",13,"1682","Nymph","1","","no",NA,NA,NA,NA,NA
1811,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,"LINESTRING (-99.5464550428704 39.3781915541919,-99.5460777695943 39.3778409284706)","Drag 25","env",NA,NA,NA,"pasture",NA,29.7,13,"13373",33.8,41.5,14,"76296",31.75,"#REF!",13.5,"44834.5","Male","1","TS30","","","","","",NA
1810,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,"LINESTRING (-99.5460149918801 39.3778807471291,-99.5463894248598 39.3782301166436)","Drag 16","env",NA,NA,NA,"pasture",NA,29.7,13,"13373",33.8,41.5,14,"76296",31.75,"#REF!",13.5,"44834.5","Female","1","PC23","","","","","",NA
500,"18-6-21","KU","KS_WOP18JUN2021_Ny_T13_NT","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 13","env",NA,NA,NA,"pasture",NA,29.7,13,"13373",33.8,41.5,14,"76296",31.75,"#REF!",13.5,"44834.5","Nymph","1","PC19","no",NA,NA,NA,NA,NA
1816,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 13","env",NA,NA,NA,"pasture",NA,29.7,13,"13373",33.8,41.5,14,"76296",31.75,"#REF!",13.5,"44834.5","Female","1","AA28","","","","","",NA
499,"18-6-21","KU","KS_WOP18JUN2021_Ny_T12_NT","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 12","env",NA,NA,NA,"pasture",NA,29.7,13,"13373",33.8,41.5,14,"76296",31.75,"#REF!",13.5,"44834.5","Nymph","1","TS27","no",NA,NA,NA,NA,NA
694,"WOP_18/06/21_T5","KU","KS_WOP18JUN2021_M1_T5","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 5","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
695,"WOP_18/06/21_T5","KU","KS_WOP18JUN2021_M2_T5","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 5","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","NEG","NEG","NEG","NEG",0
696,"WOP_18/06/21_T5","KU","KS_WOP18JUN2021_M3_T5","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 5","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","NEG","NEG","NEG","NEG",0
697,"WOP_18/06/21_T5","KU","KS_WOP18JUN2021_F1_T5","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 5","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
698,"WOP_18/06/21_T5","KU","KS_WOP18JUN2021_F2_T5","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 5","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
699,"WOP_18/06/21_T5","KU","KS_WOP18JUN2021_F3_T5","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 5","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
700,"WOP_18/06/21_T5","KU","KS_WOP18JUN2021_F4_T5","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 5","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
701,"WOP_18/06/21_T5","KU","KS_WOP18JUN2021_F5_T5","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 5","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
702,"WOP_18/06/21_T5","KU","KS_WOP18JUN2021_F6_T5","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 5","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
150,"WOP_18/06/21_T5","KU","KS_WOP18JUN2021_Ny_T5_NT","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 5","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Nymph","4","","no",NA,NA,NA,NA,NA
675,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_M1_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
676,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_M2_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","NEG","E. chaff","NEG","NEG",1
677,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_M3_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
678,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_M4_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
679,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_M5_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
680,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_M6_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
681,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_M7_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","NEG","NEG","NEG","NEG",0
682,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_F1_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
683,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_F2_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
684,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_F3_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
685,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_F4_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
686,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_F5_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
687,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_F6_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
688,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_F7_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
689,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_F8_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
690,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_F9_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
691,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_F10_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
692,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_F11_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","R. amblyommatis","E. chaff","NEG","NEG",2
693,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_F12_T4","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
149,"WOP_18/06/21_T4","KU","KS_WOP18JUN2021_Ny_T4_NT","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Nymph","4","","no",NA,NA,NA,NA,NA
1820,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Female","1","AF27","","","","","",NA
1821,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Male","1","PC21","","","","","",NA
1822,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Female","1","AF21","","","","","",NA
1823,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Female","1","AF24","","","","","",NA
1824,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Female","1","AA20","","","","","",NA
1825,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Male","1","AF30","","","","","",NA
1826,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Male","1","AA24","","","","","",NA
1827,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Female","1","TS24","","","","","",NA
1828,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 4","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Male","1","AF23","","","","","",NA
501,"18-6-21","KU","KS_WOP18JUN2021_Ny_T14_NT","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 14","env",NA,NA,NA,"pasture",NA,29.7,13,"13373",33.8,41.5,14,"76296",31.75,"#REF!",13.5,"44834.5","Nymph","1","PC20","no",NA,NA,NA,NA,NA
502,"18-6-21","KU","KS_WOP18JUN2021_Ny_T14_NT","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 14","env",NA,NA,NA,"pasture",NA,29.7,13,"13373",33.8,41.5,14,"76296",31.75,"#REF!",13.5,"44834.5","Nymph","1","PC18","no",NA,NA,NA,NA,NA
1817,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 14","env",NA,NA,NA,"pasture",NA,29.7,13,"13373",33.8,41.5,14,"76296",31.75,"#REF!",13.5,"44834.5","Female","1","PC17","","","","","",NA
647,"WOP_18/06/21_T11","KU","KS_WOP18JUN2021_M1_T11","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 11","env",NA,NA,NA,"pasture",29.7,68.1,13,"13373",33.8,41.5,14,"76296",31.75,"54.8",13.5,"44834.5","Male","1","","yes","NEG","NEG","NEG","NEG",0
648,"WOP_18/06/21_T11","KU","KS_WOP18JUN2021_M2_T11","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 11","env",NA,NA,NA,"pasture",29.7,68.1,13,"13373",33.8,41.5,14,"76296",31.75,"54.8",13.5,"44834.5","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
649,"WOP_18/06/21_T11","KU","KS_WOP18JUN2021_M3_T11","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 11","env",NA,NA,NA,"pasture",29.7,68.1,13,"13373",33.8,41.5,14,"76296",31.75,"54.8",13.5,"44834.5","Male","1","","yes","NEG","NEG","E. ewingii","NEG",1
650,"WOP_18/06/21_T11","KU","KS_WOP18JUN2021_F1_T11","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 11","env",NA,NA,NA,"pasture",29.7,68.1,13,"13373",33.8,41.5,14,"76296",31.75,"54.8",13.5,"44834.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
703,"WOP_18/06/21_T6","KU","KS_WOP18JUN2021_M1_T6","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 6","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
704,"WOP_18/06/21_T6","KU","KS_WOP18JUN2021_F1_T6","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 6","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
705,"WOP_18/06/21_T6","KU","KS_WOP18JUN2021_F2_T6","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 6","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
706,"WOP_18/06/21_T6","KU","KS_WOP18JUN2021_F3_T6","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 6","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
151,"WOP_18/06/21_T6","KU","KS_WOP18JUN2021_Ny_T6_NT","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 6","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Nymph","6","","no",NA,NA,NA,NA,NA
1829,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 6","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Female","1","AF18","","","","","",NA
1830,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 6","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Male","1","TS23","","","","","",NA
1831,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 6","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Female","1","TS29","","","","","",NA
1832,"18-6-21","KU","","Dermacentor variabilis","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 6","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Male","1","AA19","","","","","",NA
1833,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 6","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Female","1","TS22","","","","","",NA
1834,"18-6-21","KU","","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 6","env",NA,NA,NA,"wood",NA,31.2,14,"2172",34.7,43,14,"5291",32.95,"#REF!",14,"3731.5","Female","1","AF19","","","","","",NA
667,"WOP_18/06/21_T3","KU","KS_WOP18JUN2021_ M1_T3","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 3","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","NEG","NEG","NEG","NEG",0
668,"WOP_18/06/21_T3","KU","KS_WOP18JUN2021_ M2_T3","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 3","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","NEG","NEG","NEG","NEG",0
669,"WOP_18/06/21_T3","KU","KS_WOP18JUN2021_ M3_T3","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 3","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Male","1","","yes","NEG","NEG","NEG","NEG",0
670,"WOP_18/06/21_T3","KU","KS_WOP18JUN2021_F1_T3","Amblyomma americanum","Morphology",18,"June",2021,"KS","WOP","Miami","18-Jun-21",38.51,-94.68,NA,"Trap 3","env",NA,NA,NA,"wood",31.2,49.3,14,"2172",34.7,43,14,"5291",32.95,"46.15",14,"3731.5","Female","1","","yes","NEG","NEG","NEG","NEG",0
